index, timestamp, power.draw [W], utilization.gpu [%], clocks.current.sm [MHz], temperature.gpu, memory.used [MiB]
0, 2018/08/08 14:19:41.892, 38.96 W, 41 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:42.898, 168.64 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:19:43.902, 159.82 W, 0 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:44.906, 38.48 W, 61 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:45.909, 38.72 W, 62 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:46.913, 167.69 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:19:47.917, 155.49 W, 8 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:48.920, 154.13 W, 26 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:19:49.924, 38.48 W, 40 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:50.928, 39.21 W, 32 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:51.935, 49.40 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:19:52.939, 87.65 W, 0 %, 1328 MHz, 50, 9209 MiB
0, 2018/08/08 14:19:53.943, 38.72 W, 47 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:54.947, 51.78 W, 41 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:55.952, 38.96 W, 62 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:56.956, 167.69 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:19:57.960, 38.96 W, 59 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:58.963, 38.96 W, 35 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:19:59.970, 159.82 W, 0 %, 1328 MHz, 49, 9209 MiB
0, 2018/08/08 14:20:00.974, 38.72 W, 62 %, 1328 MHz, 48, 9209 MiB
